Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges Reliability,Current Charges Relevance,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History Reliability,Criminal History Relevance,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse Reliability,Substance Abuse Relevance,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living Reliability,Employment and Living Relevance,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality Reliability,Personality Relevance,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes Reliability,Criminal Attitudes Relevance,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood Reliability,Neighbourhood Relevance,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family Reliability,Friends and Family Relevance,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life Reliability,Social Life Relevance,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
1084,2015,50-59,Bachelor,Female,,50000-75000,false,false,false,false,true,,rec,properties first,Strongly Agree,,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1085,1421,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree
1086,908,30-39,High School,Female,,>100000,false,false,false,true,false,,rec,properties first,Strongly Agree,,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,,Agree,Strongly Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,,Agree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Neutral,Strongly Disagree,,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1087,981,30-39,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Somewhat Agree,,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree
1088,2742,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Somewhat Disagree,,Agree,Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Agree,,Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Agree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Agree,Agree,,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Strongly Disagree,,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Neutral,,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Agree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral
1089,765,50-59,Associate or Diploma,Female,,75000-100000,false,true,false,false,false,,rec,fairness first,Agree,,Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,,Disagree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,,Neutral,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Neutral
1090,1430,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Disagree,,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Disagree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Neutral,,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree
1091,2569,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Strongly Agree,,Strongly Disagree,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Agree,,Strongly Disagree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,,Agree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,,Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Somewhat Agree,Strongly Disagree,,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Disagree,,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Agree,,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Somewhat Disagree
1092,2257,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Agree,,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Agree,Disagree,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,,Agree,Disagree,Agree,Agree,Disagree,,Agree,,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Disagree
1093,637,60-69,High School,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
1094,2200,40-49,High School,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Agree,,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,,Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,Disagree,,Agree,Agree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Disagree,,Somewhat Agree,Agree,Neutral,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,Agree,Neutral,Neutral
1095,917,50-59,Associate or Diploma,Male,,>100000,false,false,false,true,false,,rec,properties first,Agree,,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,Neutral,,,Neutral,Somewhat Disagree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral
1096,1138,18-29,Bachelor,Male,,>100000,false,false,true,true,false,,rec,properties first,Agree,,Disagree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,,Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,,Disagree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,,Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Agree,Agree,,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Strongly Disagree,,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree
1097,338,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Strongly Agree,,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Strongly Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Neutral,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1098,1066,30-39,High School,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Strongly Agree,,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Disagree,Agree
1099,2478,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Strongly Agree,,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,,Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,,Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,,Somewhat Agree,Neutral,Disagree,Agree,Agree,Somewhat Agree,Agree,,Disagree,Strongly Disagree,,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,,Agree,Disagree,Disagree,Agree,Agree,Agree
1100,2413,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Neutral,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree
1101,2415,18-29,Bachelor,Female,,>100000,false,false,false,true,false,,rec,properties first,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1102,1683,18-29,High School,Male,,<25000,false,false,false,true,false,,rec,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Disagree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Disagree,,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,,Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
1103,2674,40-49,High School,Male,,<25000,true,false,true,false,false,,rec,fairness first,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,,Disagree,Agree,Neutral,Disagree,Disagree,Agree
1104,618,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Agree,,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree
1105,1728,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
1106,2727,40-49,High School,Male,,<25000,false,false,false,true,false,,rec,properties first,Somewhat Agree,,Agree,Disagree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,,Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,,Agree,Strongly Disagree,Agree,Somewhat Agree,Neutral,Disagree,Neutral,,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree
1107,2379,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Strongly Agree,,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Agree,Somewhat Disagree,,Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,,Disagree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Disagree,,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral,Somewhat Disagree,,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Agree,Agree
